Repeat,Plant,Time,Treatment,Stomata,Width,Length,Ratio
1,2,2,UVB,284,1.772,14.408,0.122987229
1,2,2,UVB,285,2.399,6.32,0.379588608
1,2,2,UVB,286,1.879,13.948,0.134714654
1,2,2,UVB,287,1.634,5.838,0.279890373
1,2,2,UVB,288,2.187,11.01,0.198637602
1,2,2,UVB,289,1.942,14.862,0.13066882
1,2,2,UVB,290,1.568,8.739,0.179425564
1,3,2,UVB,291,1.483,9.919,0.149511039
1,3,2,UVB,292,0.796,15.006,0.053045448
1,3,2,UVB,293,1.315,9.642,0.136382493
1,3,2,UVB,294,1.292,9.72,0.132921811
1,3,2,UVB,295,0.994,5.526,0.179876945
1,3,2,UVB,296,0.859,8.023,0.107067182
1,3,2,UVB,297,0.973,7.447,0.13065664
1,3,2,UVB,298,1.537,6.994,0.219759794
1,3,2,UVB,299,1.893,8.143,0.232469606
1,3,2,UVB,300,2.106,7.754,0.271601754
2,1,2,UVB,301,1.334,9.628,0.138554217
2,1,2,UVB,302,1.087,4.508,0.241126886
2,1,2,UVB,303,0.624,9.728,0.064144737
2,1,2,UVB,304,1.766,6.686,0.264134011
2,1,2,UVB,305,0.976,10.097,0.096662375
2,1,2,UVB,306,1.097,5.929,0.185022769
2,1,2,UVB,307,0.631,17.076,0.036952448
2,1,2,UVB,308,1.315,7.245,0.181504486
2,1,2,UVB,309,0.812,6.901,0.117664107
2,1,2,UVB,310,0.889,9.302,0.095570845
2,2,2,UVB,311,1.249,3.16,0.395253165
2,2,2,UVB,312,0.428,16.177,0.026457316
2,2,2,UVB,313,0.404,8.666,0.046618971
2,2,2,UVB,314,0.824,7.805,0.10557335
2,2,2,UVB,315,0.582,8.986,0.064767416
2,2,2,UVB,316,0.808,7.675,0.105276873
2,2,2,UVB,317,0.732,11.743,0.062335008
2,2,2,UVB,318,0.624,13.515,0.046170921
2,2,2,UVB,319,0.437,7.241,0.06035078
2,2,2,UVB,320,3.674,9.822,0.374058237
2,3,2,UVB,321,1.249,9.699,0.128776162
2,3,2,UVB,322,1.529,4.41,0.346712018
2,3,2,UVB,323,1.714,6.569,0.260922515
2,3,2,UVB,324,1.842,4.372,0.421317475
2,3,2,UVB,325,0.979,6.785,0.144288873
2,3,2,UVB,326,1.727,4.194,0.411778732
2,3,2,UVB,327,0.542,11.244,0.048203486
2,3,2,UVB,328,0.383,10.213,0.037501224
2,3,2,UVB,329,0.986,4.894,0.201471189
2,3,2,UVB,330,1.003,8.575,0.11696793
3,1,2,UVB,331,1.323,7.789,0.169854924
3,1,2,UVB,332,0.303,10.531,0.028772196
3,1,2,UVB,333,0.709,9.873,0.071812013
3,1,2,UVB,334,0.882,10.154,0.08686232
3,1,2,UVB,335,0.788,5.279,0.149270695
3,1,2,UVB,336,0.488,12.872,0.037911746
3,1,2,UVB,337,0.824,6.942,0.118697782
3,1,2,UVB,338,0.737,16.788,0.043900405
3,1,2,UVB,339,0.892,7.616,0.117121849
3,1,2,UVB,340,1.038,3.296,0.314927184
3,2,2,UVB,341,0.709,11.07,0.064046974
3,2,2,UVB,342,1.032,6.482,0.15921012
3,2,2,UVB,343,1.203,7.536,0.159633758
3,2,2,UVB,344,0.706,8.267,0.085399782
3,2,2,UVB,345,0.911,8.542,0.106649497
3,2,2,UVB,346,0.578,9.217,0.062710209
3,2,2,UVB,347,1.176,6.834,0.172080773
3,2,2,UVB,348,1.053,6.866,0.153364404
3,2,2,UVB,349,0.815,10.081,0.080845154
3,2,2,UVB,350,0.4,8.486,0.04713646
3,3,2,UVB,351,1.383,5.381,0.257015425
3,3,2,UVB,352,0.491,17.856,0.02749776
3,3,2,UVB,353,0.575,5.999,0.095849308
3,3,2,UVB,354,0.73,4.585,0.159214831
3,3,2,UVB,355,0.369,9.372,0.039372599
3,3,2,UVB,356,0.486,9.545,0.05091671
3,3,2,UVB,357,0.597,8.495,0.070276633
3,3,2,UVB,358,1.195,6.052,0.197455387
3,3,2,UVB,359,1.157,7.17,0.161366806
3,3,2,UVB,360,0.473,11.846,0.03992909
1,1,4,Dark,361,3.599,12.629,0.284979017
1,1,4,Dark,362,0.521,11.543,0.04513558
1,1,4,Dark,363,0.412,8.415,0.04896019
1,1,4,Dark,364,0.518,8.944,0.057915921
1,1,4,Dark,365,1.311,5.696,0.230161517
1,1,4,Dark,366,0.829,6.423,0.129067414
1,1,4,Dark,367,1.701,7.698,0.220966485
1,1,4,Dark,368,1.053,10.961,0.096067877
1,1,4,Dark,369,1.157,10.785,0.107278628
1,1,4,Dark,370,0.788,10.968,0.071845368
1,2,4,Dark,371,1.337,9.436,0.141691395
1,2,4,Dark,372,1.037,8.965,0.115672058
1,2,4,Dark,373,1.84,5.867,0.313618544
1,2,4,Dark,374,0.652,10.598,0.061521042
1,2,4,Dark,375,1.479,9.083,0.162831664
1,2,4,Dark,376,1.361,10.569,0.128772826
1,2,4,Dark,377,0.606,12.467,0.048608326
1,2,4,Dark,378,1.655,7.701,0.214907155
1,2,4,Dark,379,0.894,11.003,0.081250568
1,2,4,Dark,380,2.435,8.201,0.29691501
1,3,4,Dark,381,0.618,13.616,0.045387779
1,3,4,Dark,382,1.44,5.939,0.242465061
1,3,4,Dark,383,1.61,8.541,0.188502517
1,3,4,Dark,384,1.212,4.913,0.246692449
1,3,4,Dark,385,0.832,8.998,0.092464992
1,3,4,Dark,386,1.236,5.682,0.217529039
1,3,4,Dark,387,1.114,5.455,0.204216315
1,3,4,Dark,388,0.651,15.485,0.042040685
1,3,4,Dark,389,1.016,9.719,0.104537504
1,3,4,Dark,390,0.624,10.502,0.059417254
2,1,4,Dark,391,0.923,3.668,0.251635769
2,1,4,Dark,392,0.788,4.907,0.160586917
2,1,4,Dark,393,0.771,12.989,0.059357918
2,1,4,Dark,394,0.788,12.81,0.061514442
2,1,4,Dark,395,1.261,4.842,0.260429575
2,1,4,Dark,396,1.034,4.718,0.219160661
2,1,4,Dark,397,0.428,13.811,0.030989791
2,1,4,Dark,398,0.732,3.932,0.186164802
2,1,4,Dark,399,1.149,5.546,0.207176343
2,1,4,Dark,400,0.363,12.014,0.030214749
2,2,4,Dark,401,1.074,5.502,0.195201745
2,2,4,Dark,402,0.383,11.612,0.032983121
2,2,4,Dark,403,0.428,13.21,0.032399697
2,2,4,Dark,404,1.636,6.305,0.259476606
2,2,4,Dark,405,0.514,13.966,0.036803666
2,2,4,Dark,406,0.739,11.947,0.061856533
2,2,4,Dark,407,0.797,14.184,0.056190073
2,2,4,Dark,408,1.177,5.873,0.20040865
2,2,4,Dark,409,0.737,13.389,0.055045186
2,2,4,Dark,410,1.046,7.759,0.134811187
2,3,4,Dark,411,2.827,13.54,0.208788774
2,3,4,Dark,412,1.23,5.28,0.232954545
2,3,4,Dark,413,0.874,6.525,0.13394636
2,3,4,Dark,414,0.867,4.515,0.192026578
2,3,4,Dark,415,0.518,9.216,0.056206597
2,3,4,Dark,416,0.406,9.62,0.042203742
2,3,4,Dark,417,1.399,5.69,0.245869947
2,3,4,Dark,418,0.606,9.486,0.063883618
2,3,4,Dark,419,1.879,4.737,0.396664556
2,3,4,Dark,420,1.14,5.065,0.225074038
3,1,4,Dark,421,2.021,6.615,0.305517763
3,1,4,Dark,422,1.157,7.392,0.156520563
3,1,4,Dark,423,0.709,6.604,0.107359176
3,1,4,Dark,424,0.766,6.553,0.116893026
3,1,4,Dark,425,1.534,5.749,0.266829014
3,1,4,Dark,426,0.644,5.798,0.111072784
3,1,4,Dark,427,0.471,10.592,0.044467523
3,1,4,Dark,428,1.529,6.624,0.230827295
3,1,4,Dark,429,1.741,11.092,0.156959971
3,1,4,Dark,430,1.332,7.719,0.172561213
3,2,4,Dark,431,0.546,9.491,0.057528185
3,2,4,Dark,432,0.452,9.885,0.045725847
3,2,4,Dark,433,1.798,11.722,0.153386794
3,2,4,Dark,434,0.424,9.808,0.043230016
3,2,4,Dark,435,0.73,8.976,0.081327986
3,2,4,Dark,436,0.398,9.744,0.040845649
3,2,4,Dark,437,1.203,11.623,0.103501678
3,2,4,Dark,438,0.309,11.929,0.025903261
3,2,4,Dark,439,0.597,13.768,0.043361418
3,2,4,Dark,440,1.45,5.964,0.243125419
3,3,4,Dark,441,1.33,7.452,0.178475577
3,3,4,Dark,442,0.691,11.287,0.061220874
3,3,4,Dark,443,0.559,19.812,0.028215223
3,3,4,Dark,444,0.824,7.891,0.10442276
3,3,4,Dark,445,1.138,6.325,0.179920949
3,3,4,Dark,446,0.461,10.155,0.045396356
3,3,4,Dark,447,0.685,6.13,0.111745514
3,3,4,Dark,448,0.518,8.934,0.057980748
3,3,4,Dark,449,0.525,8.194,0.064071272
3,3,4,Dark,450,0.549,11.82,0.046446701
1,1,4,UVB,451,0.832,9.366,0.088831945
1,1,4,UVB,452,1.099,12.068,0.091067285
1,1,4,UVB,453,0.624,8.503,0.073385864
1,1,4,UVB,454,0.582,13.476,0.04318789
1,1,4,UVB,455,1.587,4.5,0.352666667
1,1,4,UVB,456,1.078,8.745,0.12327044
1,1,4,UVB,457,0.79,10.253,0.077050619
1,1,4,UVB,458,0.691,8.026,0.086095191
1,1,4,UVB,459,1.176,8.47,0.138842975
1,1,4,UVB,460,1.272,8.36,0.15215311
1,2,4,UVB,461,0.6,7.899,0.075958982
1,2,4,UVB,462,1.225,7.082,0.172973736
1,2,4,UVB,463,0.917,10.422,0.087986951
1,2,4,UVB,464,1.554,9.076,0.171220802
1,2,4,UVB,465,1.053,9.635,0.10928905
1,2,4,UVB,466,1.886,5.611,0.336125468
1,2,4,UVB,467,0.559,14.665,0.038117968
1,2,4,UVB,468,1.714,6.938,0.247045258
1,2,4,UVB,469,1.19,3.58,0.332402235
1,2,4,UVB,470,0.861,5.849,0.14720465
1,3,4,UVB,471,0.651,13.354,0.048749438
1,3,4,UVB,472,0.745,6.276,0.118706182
1,3,4,UVB,473,0.766,10.346,0.074038276
1,3,4,UVB,474,1.302,9.679,0.134518029
1,3,4,UVB,475,1.157,7.667,0.150906482
1,3,4,UVB,476,0.737,11.611,0.063474292
1,3,4,UVB,477,0.815,4.523,0.180190139
1,3,4,UVB,478,1.074,6.643,0.161673942
1,3,4,UVB,479,0.766,3.162,0.242251739
1,3,4,UVB,480,0.485,11.775,0.04118896
2,1,4,UVB,481,1.19,5.452,0.218268525
2,1,4,UVB,482,0.363,8.757,0.041452552
2,1,4,UVB,483,1.341,5.809,0.230848683
2,1,4,UVB,484,0.894,10.032,0.089114833
2,1,4,UVB,485,1.193,5.338,0.223491945
2,1,4,UVB,486,0.79,6.169,0.128059653
2,1,4,UVB,487,0.257,10.696,0.024027674
2,1,4,UVB,488,1.292,4.365,0.295990836
2,1,4,UVB,489,0.79,7.029,0.112391521
2,1,4,UVB,490,0.303,10.696,0.028328347
2,2,4,UVB,491,0.788,6.92,0.113872832
2,2,4,UVB,492,0.597,12.723,0.046922896
2,2,4,UVB,493,1.586,7.899,0.200784909
2,2,4,UVB,494,0.473,18.592,0.02544105
2,2,4,UVB,495,1.092,8.146,0.134053523
2,2,4,UVB,496,1.252,4.847,0.258304106
2,2,4,UVB,497,1.285,7.074,0.181651117
2,2,4,UVB,498,0.192,14.669,0.013088827
2,2,4,UVB,499,0.404,12.506,0.032304494
2,2,4,UVB,500,0.986,2.856,0.345238095
2,3,4,UVB,501,1.373,5.664,0.242408192
2,3,4,UVB,502,0.609,9.185,0.066303756
2,3,4,UVB,503,0.506,7.333,0.069003137
2,3,4,UVB,504,0.94,5.468,0.17190929
2,3,4,UVB,505,0.549,10.891,0.050408594
2,3,4,UVB,506,0.882,5.755,0.153258036
2,3,4,UVB,507,1.19,7.061,0.168531369
2,3,4,UVB,508,1.459,3.945,0.369835234
2,3,4,UVB,509,1.236,8.523,0.145019359
2,3,4,UVB,510,2.11,7.191,0.293422333
3,1,4,UVB,511,0.488,8.123,0.060076326
3,1,4,UVB,512,0.549,11.827,0.04641921
3,1,4,UVB,513,0.624,6.665,0.093623406
3,1,4,UVB,514,0.46,7.791,0.059042485
3,1,4,UVB,515,2.384,6.268,0.380344608
3,1,4,UVB,516,0.73,13.097,0.055737955
3,1,4,UVB,517,1.042,7.668,0.135889411
3,1,4,UVB,518,0.958,3.36,0.285119048
3,1,4,UVB,519,1.295,9.657,0.134099617
3,1,4,UVB,520,0.286,12.846,0.02226374
3,2,4,UVB,521,0.428,9.783,0.043749361
3,2,4,UVB,522,1.735,7.673,0.226117555
3,2,4,UVB,523,1.576,6.275,0.251155378
3,2,4,UVB,524,1.012,7.66,0.132114883
3,2,4,UVB,525,0.491,13.699,0.035842032
3,2,4,UVB,526,1.371,6.503,0.210825773
3,2,4,UVB,527,0.461,9.586,0.048090966
3,2,4,UVB,528,0.428,8.126,0.052670441
3,2,4,UVB,529,1.117,4.07,0.274447174
3,2,4,UVB,530,0.406,9.363,0.04336217
3,3,4,UVB,531,0.441,6.428,0.068606098
3,3,4,UVB,532,0.582,5.13,0.113450292
3,3,4,UVB,533,0.255,11.807,0.021597357
3,3,4,UVB,534,0.749,7.248,0.103338852
3,3,4,UVB,535,1.003,4.469,0.224434997
3,3,4,UVB,536,0.618,8.314,0.074332451
3,3,4,UVB,537,0.727,5.94,0.122390572
3,3,4,UVB,538,1.097,6.623,0.165634909
3,3,4,UVB,539,0.979,7.74,0.126485788
3,3,4,UVB,540,1.485,7.858,0.188979384
1,1,6,Dark,541,2.242,9.39,0.238764643
1,1,6,Dark,542,0.709,11.951,0.059325579
1,1,6,Dark,543,0.85,11.069,0.076791038
1,1,6,Dark,544,0.79,6.069,0.130169715
1,1,6,Dark,545,0.606,10.176,0.059551887
1,1,6,Dark,546,0.867,6.807,0.127368885
1,1,6,Dark,547,1.454,14.02,0.103708987
1,1,6,Dark,548,0.901,10.379,0.086809905
1,1,6,Dark,549,1.419,9.896,0.143391269
1,1,6,Dark,550,0.428,14.223,0.030092104
1,2,6,Dark,551,0.917,7.084,0.12944664
1,2,6,Dark,552,1.716,6.942,0.247191011
1,2,6,Dark,553,0.441,11.626,0.037932221
1,2,6,Dark,554,1.132,8.306,0.136287021
1,2,6,Dark,555,1.395,11.174,0.124843386
1,2,6,Dark,556,0.927,9.522,0.097353497
1,2,6,Dark,557,1.084,5.279,0.205341921
1,2,6,Dark,558,0.575,10.627,0.054107462
1,2,6,Dark,559,1.405,8.044,0.174664346
1,2,6,Dark,560,0.461,12.054,0.038244566
1,3,6,Dark,561,0.986,6.618,0.14898761
1,3,6,Dark,562,0.271,10.539,0.025714015
1,3,6,Dark,563,0.575,12.059,0.047682229
1,3,6,Dark,564,1.219,6.923,0.176079734
1,3,6,Dark,565,1.032,10.187,0.101305586
1,3,6,Dark,566,2.134,8.179,0.260912092
1,3,6,Dark,567,1.09,6.13,0.177814029
1,3,6,Dark,568,0.343,11.33,0.03027361
1,3,6,Dark,569,0.94,7.847,0.119791003
1,3,6,Dark,570,1.032,6.368,0.162060302
2,1,6,Dark,571,1.558,4.055,0.384217016
2,1,6,Dark,572,0.824,7.789,0.105790217
2,1,6,Dark,573,1.631,5.746,0.283849635
2,1,6,Dark,574,0.666,8.102,0.082201925
2,1,6,Dark,575,1.097,5.518,0.198803914
2,1,6,Dark,576,1.151,5.279,0.218033719
2,1,6,Dark,577,0.749,6.255,0.119744205
2,1,6,Dark,578,0.545,9.006,0.060515212
2,1,6,Dark,579,1.381,4.956,0.278652139
2,1,6,Dark,580,0.563,5.325,0.1057277
2,2,6,Dark,581,0.575,9.725,0.059125964
2,2,6,Dark,582,1.03,4.34,0.237327189
2,2,6,Dark,583,0.491,15.579,0.031516785
2,2,6,Dark,584,0.303,10.23,0.029618768
2,2,6,Dark,585,0.788,4.419,0.178320887
2,2,6,Dark,586,1.454,4.248,0.342278719
2,2,6,Dark,587,0.437,7.587,0.057598524
2,2,6,Dark,588,1.142,6.375,0.179137255
2,2,6,Dark,589,1.367,3.838,0.356175091
2,2,6,Dark,590,1.967,3.724,0.528195489
2,3,6,Dark,591,0.797,7.201,0.110679072
2,3,6,Dark,592,1.288,3.693,0.348767939
2,3,6,Dark,593,0.461,4.399,0.104796545
2,3,6,Dark,594,0.672,6.188,0.108597285
2,3,6,Dark,595,0.441,9.981,0.04418395
2,3,6,Dark,596,0.485,12.299,0.0394341
2,3,6,Dark,597,0.652,10.258,0.063560148
2,3,6,Dark,598,1.174,5.126,0.229028482
2,3,6,Dark,599,1.345,5.491,0.244946276
2,3,6,Dark,600,0.366,12.39,0.029539952
3,1,6,Dark,601,0.73,9.597,0.076065437
3,1,6,Dark,602,0.797,9.356,0.085185977
3,1,6,Dark,603,0.406,9.077,0.044728435
3,1,6,Dark,604,2.203,6.066,0.363171777
3,1,6,Dark,605,0.867,7.274,0.119191641
3,1,6,Dark,606,0.632,10.313,0.061281877
3,1,6,Dark,607,0.542,7.538,0.071902361
3,1,6,Dark,608,0.461,10.955,0.042081241
3,1,6,Dark,609,1.697,5.657,0.299982323
3,1,6,Dark,610,1.092,6.921,0.157780668
3,2,6,Dark,611,1.127,8.84,0.127488688
3,2,6,Dark,612,0.672,5.122,0.13119875
3,2,6,Dark,613,0.732,7.912,0.092517695
3,2,6,Dark,614,0.824,11.036,0.074664734
3,2,6,Dark,615,1.361,5.489,0.247950446
3,2,6,Dark,616,1.046,4.81,0.217463617
3,2,6,Dark,617,0.559,9.158,0.061039528
3,2,6,Dark,618,1.212,5.829,0.207925888
3,2,6,Dark,619,1.23,6.759,0.181979583
3,2,6,Dark,620,1.05,6.363,0.165016502
3,3,6,Dark,621,0.73,7.976,0.091524574
3,3,6,Dark,622,1.794,4.871,0.368302197
3,3,6,Dark,623,1.225,4.373,0.280128059
3,3,6,Dark,624,0.669,7.492,0.089295248
3,3,6,Dark,625,1.916,5.016,0.381977671
3,3,6,Dark,626,1.201,6.667,0.180140993
3,3,6,Dark,627,0.732,10.786,0.067865752
3,3,6,Dark,628,1.343,4.354,0.308451998
3,3,6,Dark,629,1.847,6.178,0.298964066
3,3,6,Dark,630,0.874,5.144,0.169906687
1,1,6,UVB,631,1.058,9.149,0.115641054
1,1,6,UVB,632,2.326,9.639,0.241311339
1,1,6,UVB,633,2.457,12.338,0.199140866
1,1,6,UVB,634,1.338,9.998,0.133826765
1,1,6,UVB,635,1.249,11.554,0.108101091
1,1,6,UVB,636,1.723,11.593,0.14862417
1,1,6,UVB,637,1.323,6.007,0.22024305
1,1,6,UVB,638,1.213,6.919,0.175314352
1,1,6,UVB,639,1.519,8.82,0.172222222
1,1,6,UVB,640,1.534,10.903,0.140695221
1,2,6,UVB,641,1.272,12.3,0.103414634
1,2,6,UVB,642,0.652,12.378,0.052674099
1,2,6,UVB,643,0.739,10.507,0.070334063
1,2,6,UVB,644,1.072,9.883,0.108469088
1,2,6,UVB,645,1.125,11.54,0.097487002
1,2,6,UVB,646,2.685,13.503,0.198844701
1,2,6,UVB,647,0.632,7.288,0.086717892
1,2,6,UVB,648,0.797,9.889,0.0805946
1,2,6,UVB,649,0.404,14.765,0.027362005
1,2,6,UVB,650,0.511,12.327,0.041453719
1,3,6,UVB,651,1.429,8.648,0.165240518
1,3,6,UVB,652,0.832,8.059,0.103238615
1,3,6,UVB,653,0.812,8.201,0.099012316
1,3,6,UVB,654,1.865,8.937,0.208683003
1,3,6,UVB,655,1.297,7.881,0.164573024
1,3,6,UVB,656,1.553,6.19,0.25088853
1,3,6,UVB,657,0.745,10.756,0.069263667
1,3,6,UVB,658,0.646,16.26,0.039729397
1,3,6,UVB,659,1.03,8.689,0.118540684
1,3,6,UVB,660,0.946,7.181,0.131736527
2,1,6,UVB,661,1.249,5.579,0.223875246
2,1,6,UVB,662,1.496,11.7,0.127863248
2,1,6,UVB,663,0.559,11.704,0.047761449
2,1,6,UVB,664,1.722,7.507,0.229385906
2,1,6,UVB,665,0.542,9.455,0.057324167
2,1,6,UVB,666,0.652,9.598,0.067930819
2,1,6,UVB,667,0.559,11.199,0.049915171
2,1,6,UVB,668,1.285,3.333,0.385538554
2,1,6,UVB,669,1.311,4.69,0.279530917
2,1,6,UVB,670,0.609,11.08,0.054963899
2,2,6,UVB,671,1.272,6.788,0.187389511
2,2,6,UVB,672,1.079,6.042,0.178583251
2,2,6,UVB,673,1.037,12.42,0.083494364
2,2,6,UVB,674,1.325,4.468,0.296553268
2,2,6,UVB,675,0.582,10.048,0.057921975
2,2,6,UVB,676,0.655,10.334,0.063383008
2,2,6,UVB,677,0.559,7.665,0.072928898
2,2,6,UVB,678,1.503,4.602,0.326597132
2,2,6,UVB,679,0.739,9.684,0.076311442
2,2,6,UVB,680,1.212,4.284,0.282913165
2,3,6,UVB,681,1.631,4.935,0.330496454
2,3,6,UVB,682,0.597,11.141,0.053585854
2,3,6,UVB,683,0.688,5.96,0.115436242
2,3,6,UVB,684,1.676,6.44,0.260248447
2,3,6,UVB,685,0.624,5.125,0.121756098
2,3,6,UVB,686,0.457,12.615,0.036226714
2,3,6,UVB,687,0.518,12.765,0.04057971
2,3,6,UVB,688,1.149,4.511,0.254710707
2,3,6,UVB,689,0.917,4.456,0.205789946
2,3,6,UVB,690,0.363,9.651,0.037612683
3,1,6,UVB,691,1.305,6.39,0.204225352
3,1,6,UVB,692,0.488,12,0.040666667
3,1,6,UVB,693,0.473,6.603,0.071634106
3,1,6,UVB,694,1.106,7.201,0.153589779
3,1,6,UVB,695,0.644,7.162,0.089919017
3,1,6,UVB,696,1.515,4.713,0.321451305
3,1,6,UVB,697,0.485,9.1,0.053296703
3,1,6,UVB,698,0.559,14.951,0.037388803
3,1,6,UVB,699,0.514,10.521,0.048854672
3,1,6,UVB,700,0.606,8.319,0.072845294
3,2,6,UVB,701,1.305,7.308,0.178571429
3,2,6,UVB,702,0.471,9.98,0.047194389
3,2,6,UVB,703,1.636,5.489,0.298050647
3,2,6,UVB,704,0.361,14.883,0.024255862
3,2,6,UVB,705,0.824,3.657,0.225321302
3,2,6,UVB,706,0.844,10.176,0.082940252
3,2,6,UVB,707,0.406,9.729,0.041730908
3,2,6,UVB,708,1.563,6.301,0.248055864
3,2,6,UVB,709,1.037,3.317,0.312631896
3,2,6,UVB,710,0.388,8.397,0.046206979
3,3,6,UVB,711,0.914,9.259,0.098714764
3,3,6,UVB,712,0.8,11.541,0.069318083
3,3,6,UVB,713,1.022,10.614,0.096287922
3,3,6,UVB,714,1.599,5.787,0.276308968
3,3,6,UVB,715,0.745,6.901,0.107955369
3,3,6,UVB,716,0.333,6.528,0.051011029
3,3,6,UVB,717,0.874,4.958,0.176280758
3,3,6,UVB,718,0.815,4.12,0.197815534
3,3,6,UVB,719,0.776,10.133,0.076581466
3,3,6,UVB,720,1.515,6.366,0.237983035
