Repeat,Plant,Genotype,Treatment,Stomata,Width,Length,Ratio
2,1,phot1/2,WL,394,1.783,7.397,0.241043666
2,1,phot1/2,WL,395,2.957,6.537,0.452348172
2,1,phot1/2,WL,396,1.611,9.375,0.17184
2,1,phot1/2,WL,397,2.942,6.375,0.461490196
2,1,phot1/2,WL,398,2.439,6.713,0.363324892
2,1,phot1/2,WL,399,2.09,7.031,0.297255014
2,1,phot1/2,WL,400,1.899,4.887,0.388581952
2,2,phot1/2,WL,401,2.561,10.329,0.247942686
2,2,phot1/2,WL,402,2.997,9.959,0.300933829
2,2,phot1/2,WL,403,3.119,5.854,0.532798087
2,2,phot1/2,WL,404,2.633,8.073,0.326148891
2,2,phot1/2,WL,405,2.276,7.657,0.297244352
2,2,phot1/2,WL,406,3.175,8.749,0.362898617
2,2,phot1/2,WL,407,3.79,7.973,0.475354321
2,2,phot1/2,WL,408,2.216,5.448,0.406754772
2,2,phot1/2,WL,409,3.522,6.967,0.505526051
2,2,phot1/2,WL,410,2.048,9.914,0.206576558
2,3,phot1/2,WL,411,2.045,8.969,0.228007582
2,3,phot1/2,WL,412,1.746,7.545,0.231411531
2,3,phot1/2,WL,413,2.39,6.122,0.390395296
2,3,phot1/2,WL,414,2.769,11.144,0.248474515
2,3,phot1/2,WL,415,1.708,10.484,0.162914918
2,3,phot1/2,WL,416,2.317,7.146,0.324237336
2,3,phot1/2,WL,417,2.594,11.335,0.228848699
2,3,phot1/2,WL,418,1.925,5.303,0.363002074
2,3,phot1/2,WL,419,3.43,10.369,0.330793712
2,3,phot1/2,WL,420,1.913,4.634,0.4128183
3,1,phot1/2,WL,421,2.638,10.145,0.260029571
3,1,phot1/2,WL,422,3.016,6.951,0.433894404
3,1,phot1/2,WL,423,2.775,9.286,0.298836959
3,1,phot1/2,WL,424,2.337,9.597,0.243513598
3,1,phot1/2,WL,425,2.945,9.829,0.299623563
3,1,phot1/2,WL,426,2.567,5.837,0.439780709
3,1,phot1/2,WL,427,2.134,10.012,0.213144227
3,1,phot1/2,WL,428,1.775,9.656,0.183823529
3,1,phot1/2,WL,429,3.399,7.57,0.449009247
3,1,phot1/2,WL,430,2.842,5.784,0.491355463
3,2,phot1/2,WL,431,2.196,11.051,0.198715048
3,2,phot1/2,WL,432,3.085,9.917,0.31108198
3,2,phot1/2,WL,433,1.927,9.193,0.209616012
3,2,phot1/2,WL,434,2.095,6.524,0.321122011
3,2,phot1/2,WL,435,1.354,6.491,0.208596518
3,2,phot1/2,WL,436,3.357,8.887,0.37774277
3,2,phot1/2,WL,437,3.277,11.295,0.290128375
3,2,phot1/2,WL,438,2.189,9.105,0.240417353
3,2,phot1/2,WL,439,2.072,7.681,0.269756542
3,2,phot1/2,WL,440,3.216,9.247,0.347788472
3,3,phot1/2,WL,441,2.836,10.551,0.268789688
3,3,phot1/2,WL,442,2.098,8.597,0.244038618
3,3,phot1/2,WL,443,2.95,13.209,0.223332576
3,3,phot1/2,WL,444,3.544,6.475,0.547335907
3,3,phot1/2,WL,445,2.839,10.18,0.278880157
3,3,phot1/2,WL,446,3.008,12.939,0.232475462
3,3,phot1/2,WL,447,3.635,6.107,0.595218602
3,3,phot1/2,WL,448,3.355,9.911,0.338512764
3,3,phot1/2,WL,449,3.294,10.212,0.322561692
3,3,phot1/2,WL,450,2.511,9.436,0.266108521
1,1,phot1/2,UVB,451,1.864,7.897,0.236039002
1,1,phot1/2,UVB,452,2.11,5.337,0.395353195
1,1,phot1/2,UVB,453,2.522,6.873,0.366943111
1,1,phot1/2,UVB,454,1.884,8.257,0.228170038
1,1,phot1/2,UVB,455,2.273,7.548,0.301139375
1,1,phot1/2,UVB,456,1.735,8.116,0.213775259
1,1,phot1/2,UVB,457,3.336,6.262,0.532737145
1,1,phot1/2,UVB,458,1.986,7.373,0.269361183
1,1,phot1/2,UVB,459,1.806,7.07,0.255445545
1,1,phot1/2,UVB,460,2.612,11.456,0.228002793
1,2,phot1/2,UVB,461,2.954,9.333,0.316511304
1,2,phot1/2,UVB,462,2.63,8.636,0.304539138
1,2,phot1/2,UVB,463,2.11,7.193,0.293340748
1,2,phot1/2,UVB,464,1.534,5.001,0.306738652
1,2,phot1/2,UVB,465,2.238,8.983,0.249137259
1,2,phot1/2,UVB,466,2.455,9.655,0.254272398
1,2,phot1/2,UVB,467,1.685,4.959,0.339786247
1,2,phot1/2,UVB,468,1.283,4.037,0.317810255
1,2,phot1/2,UVB,469,1.359,4.328,0.314001848
1,2,phot1/2,UVB,470,1.66,7.876,0.210766887
1,3,phot1/2,UVB,471,2.819,5.8,0.486034483
1,3,phot1/2,UVB,472,2.625,9.803,0.267775171
1,3,phot1/2,UVB,473,1.471,6.075,0.242139918
1,3,phot1/2,UVB,474,1.589,7.093,0.224023685
1,3,phot1/2,UVB,475,1.725,7.117,0.242377406
1,3,phot1/2,UVB,476,1.86,9.143,0.203434321
1,3,phot1/2,UVB,477,2.029,5.86,0.346245734
1,3,phot1/2,UVB,478,1.446,8.043,0.179783663
1,3,phot1/2,UVB,479,2.197,7.868,0.279232334
1,3,phot1/2,UVB,480,1.139,6.627,0.171872642
2,1,phot1/2,UVB,481,3.334,9.185,0.362983125
2,1,phot1/2,UVB,482,3.984,8.049,0.494968319
2,1,phot1/2,UVB,483,2.22,9.314,0.23835087
2,1,phot1/2,UVB,484,1.834,6.439,0.284826836
2,1,phot1/2,UVB,485,2.822,7.148,0.394795747
2,1,phot1/2,UVB,486,2.678,6.337,0.422597444
2,1,phot1/2,UVB,487,3.254,9.663,0.336748422
2,1,phot1/2,UVB,488,3.414,9.511,0.358952792
2,1,phot1/2,UVB,489,2.547,11.475,0.221960784
2,1,phot1/2,UVB,490,3.305,7.84,0.421556122
2,2,phot1/2,UVB,491,2.952,7.393,0.399296632
2,2,phot1/2,UVB,492,3.585,6.18,0.580097087
2,2,phot1/2,UVB,493,2.914,7.892,0.369234668
2,2,phot1/2,UVB,494,2.592,8.032,0.322709163
2,2,phot1/2,UVB,495,2.282,6.042,0.377689507
2,2,phot1/2,UVB,496,1.951,3.828,0.509665622
2,2,phot1/2,UVB,497,2.044,7.693,0.265696087
2,2,phot1/2,UVB,498,3.171,6.401,0.495391345
2,2,phot1/2,UVB,499,1.818,5.785,0.31426102
2,2,phot1/2,UVB,500,2.113,4.888,0.432283142
2,3,phot1/2,UVB,501,2.047,11.393,0.179671728
2,3,phot1/2,UVB,502,2.439,5.162,0.472491282
2,3,phot1/2,UVB,503,1.954,6.442,0.30332195
2,3,phot1/2,UVB,504,2.232,5.52,0.404347826
2,3,phot1/2,UVB,505,1.499,8.077,0.185588709
2,3,phot1/2,UVB,506,0.619,11.188,0.055327136
2,3,phot1/2,UVB,507,2.855,5.693,0.501493062
2,3,phot1/2,UVB,508,2.374,6.524,0.363887186
2,3,phot1/2,UVB,509,2.09,6.254,0.334186121
2,3,phot1/2,UVB,510,1.27,6.927,0.183340551
3,1,phot1/2,UVB,511,3.646,10.477,0.348000382
3,1,phot1/2,UVB,512,3.309,11.081,0.298619258
3,1,phot1/2,UVB,513,3.057,6.976,0.438216743
3,1,phot1/2,UVB,514,2.72,6.158,0.441701851
3,1,phot1/2,UVB,515,2.535,7.375,0.343728814
3,1,phot1/2,UVB,516,2.412,8.03,0.300373599
3,1,phot1/2,UVB,517,2.992,9.07,0.329878721
3,1,phot1/2,UVB,518,2.924,11.193,0.2612347
3,1,phot1/2,UVB,519,2.802,5.04,0.555952381
3,1,phot1/2,UVB,520,3.261,6.906,0.472198089
3,2,phot1/2,UVB,521,2.661,9.402,0.283024888
3,2,phot1/2,UVB,522,2.725,9.653,0.282295659
3,2,phot1/2,UVB,523,1.768,8.472,0.208687441
3,2,phot1/2,UVB,524,2.616,10.453,0.250263082
3,2,phot1/2,UVB,525,2.379,5.251,0.453056561
3,2,phot1/2,UVB,526,3.425,8.791,0.389603003
3,2,phot1/2,UVB,527,2.365,6.9,0.342753623
3,2,phot1/2,UVB,528,3.082,7.709,0.39979245
3,2,phot1/2,UVB,529,3.048,7.405,0.411613774
3,2,phot1/2,UVB,530,2.656,7.988,0.332498748
3,3,phot1/2,UVB,531,2.365,7.182,0.329295461
3,3,phot1/2,UVB,532,2.775,6.34,0.437697161
3,3,phot1/2,UVB,533,2.365,6.145,0.384865745
3,3,phot1/2,UVB,534,3.011,10.08,0.298710317
3,3,phot1/2,UVB,535,2.193,6.281,0.349148225
3,3,phot1/2,UVB,536,3.561,10.919,0.326128766
3,3,phot1/2,UVB,537,2.588,7.828,0.330608074
3,3,phot1/2,UVB,538,2.816,10.604,0.265560166
3,3,phot1/2,UVB,539,2.015,4.98,0.404618474
3,3,phot1/2,UVB,540,2.206,7.627,0.28923561
